Ship_Name;MMSI;Origin_Port;Destination_Port;Draught;Length;Width;Congestion;Wind;Visibility;Arrival_Time;Crew_ETA
CSCL ATLANTIC OCEAN ;477967800;Rotterdam;Hamburg;12.2;400.0;58.0;11.0;5.14;10000.0;2026-05-18 11:27:58.815957970;{'Day': 17, 'Hour': 19, 'Minute': 0, 'Month': 5}
SENDO MARE;244181802;Rotterdam;Antwerp;3.9;124.0;15.0;13.0;1.79;10000.0;2026-05-18 11:27:58.845991335;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
BIRJO III;205587390;Rotterdam;Antwerp;1.6;135.0;12.0;13.0;1.79;10000.0;2026-05-18 11:28:02.928619751;{'Day': 27, 'Hour': 5, 'Minute': 31, 'Month': 5}
HOLGER G.           ;255916493;Bremerhaven;Hamburg;5.0;89.0;13.0;11.0;5.14;10000.0;2026-05-18 11:28:05.325615700;{'Day': 25, 'Hour': 6, 'Minute': 0, 'Month': 5}
TRIPOLI             ;205278390;Rotterdam;Antwerp;3.1;135.0;18.0;13.0;1.79;10000.0;2026-05-18 11:28:06.542799623;{'Day': 28, 'Hour': 0, 'Minute': 20, 'Month': 5}
AS CLAUDIA          ;636093159;Bremerhaven;Hamburg;11.2;222.0;30.0;11.0;5.14;10000.0;2026-05-18 11:28:07.004461059;{'Day': 20, 'Hour': 3, 'Minute': 0, 'Month': 5}
ATAIR;211297130;Hamburg;Bremerhaven;5.0;74.0;16.0;1.0;7.09;6188.0;2026-05-18 11:28:09.972377496;{'Day': 8, 'Hour': 13, 'Minute': 13, 'Month': 5}
BLUE INGE;244041722;Antwerp;Rotterdam;1.9;110.0;12.0;18.0;4.22;10000.0;2026-05-18 11:28:12.647064751;{'Day': 26, 'Hour': 21, 'Minute': 0, 'Month': 5}
GROENENDAAL;244029535;Rotterdam;Antwerp;4.0;135.0;18.0;13.0;1.79;10000.0;2026-05-18 11:28:13.389436595;{'Day': 16, 'Hour': 2, 'Minute': 19, 'Month': 12}
AGATH               ;209168000;Rotterdam;Antwerp;6.6;121.0;16.0;13.0;1.79;10000.0;2026-05-18 11:28:15.506018681;{'Day': 11, 'Hour': 21, 'Minute': 0, 'Month': 5}
EUROPORTS;205505790;Rotterdam;Antwerp;2.0;134.0;16.0;13.0;1.79;10000.0;2026-05-18 11:28:21.920839745;{'Day': 25, 'Hour': 15, 'Minute': 0, 'Month': 5}
MERVE;211236200;Antwerp;Rotterdam;1.6;125.0;12.0;18.0;4.22;10000.0;2026-05-18 11:28:22.159971141;{'Day': 20, 'Hour': 4, 'Minute': 48, 'Month': 5}
TYPHOON;245889000;Antwerp;Rotterdam;3.0;100.0;14.0;18.0;4.22;10000.0;2026-05-18 11:28:22.530331543;{'Day': 24, 'Hour': 10, 'Minute': 0, 'Month': 5}
IDUNA;244670789;Antwerp;Rotterdam;3.0;135.0;15.0;18.0;4.22;10000.0;2026-05-18 11:28:25.131555791;{'Day': 22, 'Hour': 11, 'Minute': 9, 'Month': 10}
CORYLOPHIDA;253465000;Antwerp;Rotterdam;3.0;86.0;10.0;18.0;4.22;10000.0;2026-05-18 11:28:34.485138032;{'Day': 20, 'Hour': 12, 'Minute': 26, 'Month': 5}
ACACIA SEAWAYS;277574000;Rotterdam;Felixstowe;6.5;210.0;26.0;0.0;2.24;10000.0;2026-05-18 11:28:34.906140706;{'Day': 28, 'Hour': 3, 'Minute': 0, 'Month': 5}
OASE;244670538;Rotterdam;Antwerp;0.0;135.0;16.0;13.0;1.79;10000.0;2026-05-18 11:28:36.024865534;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
LISA;211785210;Antwerp;Rotterdam;1.3;86.0;11.0;18.0;4.22;10000.0;2026-05-18 11:28:37.254844339;{'Day': 21, 'Hour': 18, 'Minute': 53, 'Month': 5}
SANTIAGO;205589590;Rotterdam;Antwerp;1.5;135.0;18.0;13.0;1.79;10000.0;2026-05-18 11:28:39.646268828;{'Day': 28, 'Hour': 2, 'Minute': 26, 'Month': 5}
EVER BOOMY          ;370700000;Singapore;Hong;10.0;212.0;33.0;9.0;;;2026-05-18 11:28:39.785661149;{'Day': 11, 'Hour': 4, 'Minute': 0, 'Month': 5}
GLOVIS SIRIUS       ;440258000;Antwerp;Bremerhaven;9.4;199.0;35.0;1.0;7.09;6188.0;2026-05-18 11:28:44.360299220;{'Day': 12, 'Hour': 19, 'Minute': 0, 'Month': 5}
NORWEGIAN SKY;308865000;Hamburg;Le;8.1;258.0;32.0;3.0;;;2026-05-18 11:28:44.898167931;{'Day': 20, 'Hour': 4, 'Minute': 30, 'Month': 5}
PAPILLON;244700428;Antwerp;Rotterdam;0.0;135.0;12.0;18.0;4.22;10000.0;2026-05-18 11:28:45.353936464;{'Day': 22, 'Hour': 16, 'Minute': 17, 'Month': 5}
TULIPA SEAWAYS;277548000;Felixstowe;Rotterdam;6.1;209.0;26.0;18.0;4.22;10000.0;2026-05-18 11:28:48.714336324;{'Day': 28, 'Hour': 14, 'Minute': 15, 'Month': 5}
BOLERO;244000542;Rotterdam;Antwerp;0.0;135.0;18.0;13.0;1.79;10000.0;2026-05-18 11:28:49.306114213;{'Day': 23, 'Hour': 14, 'Minute': 57, 'Month': 5}
VORSTENBOSCH;244660862;Rotterdam;Antwerp;4.5;148.0;23.0;13.0;1.79;10000.0;2026-05-18 11:28:50.432663815;{'Day': 11, 'Hour': 6, 'Minute': 45, 'Month': 5}
EM HYDRA;636014956;Hamburg;Antwerp;8.9;174.0;27.0;13.0;1.79;10000.0;2026-05-18 11:28:52.605670963;{'Day': 11, 'Hour': 10, 'Minute': 30, 'Month': 5}
MSC ROSE            ;636023564;Bremerhaven;Antwerp;13.2;364.0;51.0;13.0;1.79;10000.0;2026-05-18 11:29:03.685811401;{'Day': 23, 'Hour': 4, 'Minute': 0, 'Month': 5}
ECO KHAMSIN         ;249537000;Antwerp;Rotterdam;7.3;148.0;27.0;18.0;4.22;10000.0;2026-05-18 11:29:04.978183146;{'Day': 23, 'Hour': 2, 'Minute': 0, 'Month': 5}
TRANSFERIUM         ;244630169;Antwerp;Rotterdam;3.6;97.0;23.0;18.0;4.22;10000.0;2026-05-18 11:29:16.534761819;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
STI ROTHERHITHE     ;538005409;Hamburg;Antwerp;7.5;184.0;27.0;13.0;1.79;10000.0;2026-05-18 11:29:17.818045751;{'Day': 11, 'Hour': 18, 'Minute': 0, 'Month': 5}
CMA CGM LOUVRE;228394900;Rotterdam;Antwerp;14.9;400.0;62.0;13.0;1.79;10000.0;2026-05-18 11:29:19.377319408;{'Day': 10, 'Hour': 7, 'Minute': 0, 'Month': 5}
GOUWENAAR 2;244140389;Antwerp;Rotterdam;2.0;90.0;11.0;18.0;4.22;10000.0;2026-05-18 11:29:19.814364049;{'Day': 5, 'Hour': 21, 'Minute': 45, 'Month': 2}
ANBIEN BAY          ;574005610;Singapore;Hong;8.5;172.0;28.0;9.0;;;2026-05-18 11:29:27.806827511;{'Day': 6, 'Hour': 21, 'Minute': 9, 'Month': 5}
SOPHIA;244660720;Rotterdam;Antwerp;2.5;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:29:29.157004842;{'Day': 27, 'Hour': 17, 'Minute': 0, 'Month': 5}
DAMPEZZO;205529990;Rotterdam;Antwerp;2.0;135.0;12.0;13.0;1.79;10000.0;2026-05-18 11:29:31.286101689;{'Day': 4, 'Hour': 21, 'Minute': 56, 'Month': 5}
BALTIC DREAM;245246000;Rotterdam;Antwerp;3.4;88.0;13.0;13.0;1.79;10000.0;2026-05-18 11:29:31.322415738;{'Day': 7, 'Hour': 23, 'Minute': 0, 'Month': 5}
SARDAN;205229190;Antwerp;Rotterdam;3.7;110.0;14.0;18.0;4.22;10000.0;2026-05-18 11:29:32.092528874;{'Day': 14, 'Hour': 17, 'Minute': 55, 'Month': 5}
MSC OLBIA           ;636024511;Felixstowe;Antwerp;12.1;366.0;51.0;13.0;1.79;10000.0;2026-05-18 11:29:32.093522094;{'Day': 22, 'Hour': 2, 'Minute': 0, 'Month': 5}
STENA HOLLANDICA;244758000;Felixstowe;Rotterdam;6.1;240.0;32.0;18.0;4.22;10000.0;2026-05-18 11:29:38.846148140;{'Day': 27, 'Hour': 18, 'Minute': 0, 'Month': 5}
KOSOVA              ;352005315;Rotterdam;Antwerp;6.5;180.0;32.0;13.0;1.79;10000.0;2026-05-18 11:29:38.993353897;{'Day': 28, 'Hour': 19, 'Minute': 0, 'Month': 4}
RLO MERCHANT        ;245323000;Bremerhaven;Rotterdam;4.4;88.0;13.0;18.0;4.22;10000.0;2026-05-18 11:29:43.439470105;{'Day': 28, 'Hour': 5, 'Minute': 0, 'Month': 5}
KOTA PELANGI        ;563042400;Singapore;Hong;10.7;330.0;48.0;9.0;;;2026-05-18 11:29:48.719115942;{'Day': 13, 'Hour': 2, 'Minute': 0, 'Month': 5}
MSC DOMNA X;636022657;Le;New;14.6;347.0;43.0;2.0;;;2026-05-18 11:29:54.130338206;{'Day': 15, 'Hour': 3, 'Minute': 0, 'Month': 5}
ORANJE NASSAU 2;244620876;Rotterdam;Antwerp;4.2;110.0;14.0;13.0;1.79;10000.0;2026-05-18 11:29:55.346344472;{'Day': 28, 'Hour': 18, 'Minute': 39, 'Month': 5}
OCEAN VICTORY;255806394;Le;Bremerhaven;5.3;104.0;18.0;1.0;7.09;6188.0;2026-05-18 11:29:56.318711735;{'Day': 4, 'Hour': 7, 'Minute': 0, 'Month': 5}
MAERSK MONTE LINZOR ;563051200;Rotterdam;New;11.2;272.0;40.0;2.0;;;2026-05-18 11:29:59.443663446;{'Day': 17, 'Hour': 7, 'Minute': 0, 'Month': 5}
RHOGAS              ;305793000;Hamburg;Rotterdam;6.5;113.0;19.0;18.0;4.22;10000.0;2026-05-18 11:30:05.247040856;{'Day': 23, 'Hour': 20, 'Minute': 30, 'Month': 5}
GRANDE GABON        ;247304600;Hamburg;Antwerp;7.7;211.0;32.0;13.0;1.79;10000.0;2026-05-18 11:30:05.898695590;{'Day': 10, 'Hour': 5, 'Minute': 0, 'Month': 5}
ATLANTIC SAIL       ;215809000;New;Hamburg;8.7;296.0;37.0;11.0;5.14;10000.0;2026-05-18 11:30:08.473854700;{'Day': 19, 'Hour': 11, 'Minute': 0, 'Month': 5}
DICTADOR            ;636023377;Antwerp;Rotterdam;9.5;150.0;23.0;18.0;4.22;10000.0;2026-05-18 11:30:10.605527606;{'Day': 19, 'Hour': 16, 'Minute': 0, 'Month': 5}
CHEM MERCURY        ;253690000;Antwerp;Rotterdam;9.3;147.0;24.0;18.0;4.22;10000.0;2026-05-18 11:30:10.865614332;{'Day': 5, 'Hour': 3, 'Minute': 0, 'Month': 6}
KLAIPEDA;277391000;Bremerhaven;Rotterdam;5.9;88.0;13.0;18.0;4.22;10000.0;2026-05-18 11:30:13.569849361;{'Day': 26, 'Hour': 14, 'Minute': 0, 'Month': 5}
CMA CGM VENDOME;563294600;Le;Rotterdam;15.9;400.0;62.0;18.0;4.22;10000.0;2026-05-18 11:30:14.637653738;{'Day': 10, 'Hour': 11, 'Minute': 30, 'Month': 5}
SCHUBERT;205578190;Rotterdam;Antwerp;1.7;136.0;16.0;13.0;1.79;10000.0;2026-05-18 11:33:11.006163260;{'Day': 24, 'Hour': 14, 'Minute': 32, 'Month': 5}
UIKKU               ;230689000;Rotterdam;Antwerp;6.7;156.0;24.0;13.0;1.79;10000.0;2026-05-18 11:33:17.546652106;{'Day': 3, 'Hour': 15, 'Minute': 0, 'Month': 5}
SIBO;244820397;Rotterdam;Antwerp;1.7;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:33:18.517071498;{'Day': 11, 'Hour': 17, 'Minute': 30, 'Month': 5}
ANNETTE ESSBERGER   ;255806303;Antwerp;Rotterdam;5.6;127.0;19.0;18.0;4.22;10000.0;2026-05-18 11:33:18.648596887;{'Day': 19, 'Hour': 15, 'Minute': 0, 'Month': 5}
VISIOEN;244670040;Rotterdam;Antwerp;0.0;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:33:20.821993780;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
ZUIDZEE;205278990;Rotterdam;Antwerp;3.4;135.0;11.0;13.0;1.79;10000.0;2026-05-18 11:33:21.159087039;{'Day': 22, 'Hour': 0, 'Minute': 27, 'Month': 5}
SAVONA;205544190;Rotterdam;Antwerp;0.2;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:33:23.212158267;{'Day': 25, 'Hour': 18, 'Minute': 2, 'Month': 5}
EVA TOKYO           ;371809000;Hamburg;Rotterdam;5.0;146.0;24.0;18.0;4.22;10000.0;2026-05-18 11:33:27.274679308;{'Day': 11, 'Hour': 10, 'Minute': 0, 'Month': 5}
HANSA DREJOE        ;255916022;Felixstowe;Antwerp;4.4;98.0;16.0;13.0;1.79;10000.0;2026-05-18 11:33:27.486355538;{'Day': 24, 'Hour': 11, 'Minute': 0, 'Month': 5}
LADY ELA            ;538003488;Rotterdam;Hamburg;7.1;123.0;18.0;11.0;5.14;10000.0;2026-05-18 11:33:34.489082167;{'Day': 23, 'Hour': 5, 'Minute': 0, 'Month': 5}
ZINNIA;205333890;Rotterdam;Antwerp;2.0;80.0;9.0;13.0;1.79;10000.0;2026-05-18 11:35:41.082603507;{'Day': 4, 'Hour': 21, 'Minute': 8, 'Month': 5}
THUNDERBIRD 3;244020916;Rotterdam;Antwerp;0.0;64.0;8.0;13.0;1.79;10000.0;2026-05-18 11:35:47.900574614;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
MSC CARLOTTA        ;636018106;Los;Vancouver;11.1;314.0;48.0;21.0;0.89;10000.0;2026-05-18 11:35:48.091273647;{'Day': 27, 'Hour': 10, 'Minute': 0, 'Month': 5}
MSC TIGER III;636025920;Singapore;Hong;11.6;207.0;30.0;9.0;;;2026-05-18 11:35:49.033254923;{'Day': 26, 'Hour': 0, 'Minute': 1, 'Month': 5}
LARS;244000828;Rotterdam;Antwerp;0.0;135.0;24.0;13.0;1.79;10000.0;2026-05-18 11:35:52.055602979;{'Day': 23, 'Hour': 17, 'Minute': 14, 'Month': 5}
THEGER;205571790;Rotterdam;Antwerp;2.7;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:35:55.966075619;{'Day': 20, 'Hour': 11, 'Minute': 44, 'Month': 5}
WELS;211573560;Hamburg;Bremerhaven;2.5;80.0;10.0;1.0;7.09;6188.0;2026-05-18 11:36:02.890078972;{'Day': 7, 'Hour': 14, 'Minute': 0, 'Month': 5}
MONOMERA;253000104;Antwerp;Rotterdam;0.0;101.0;10.0;18.0;4.22;10000.0;2026-05-18 11:36:04.142551603;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
DP WORLD LIMASSOL   ;210332000;Bremerhaven;Hamburg;9.1;168.0;27.0;11.0;5.14;10000.0;2026-05-18 11:36:12.797619848;{'Day': 18, 'Hour': 21, 'Minute': 0, 'Month': 5}
PROCYON;244650553;Antwerp;Rotterdam;2.0;135.0;15.0;18.0;4.22;10000.0;2026-05-18 11:36:17.630216186;{'Day': 16, 'Hour': 0, 'Minute': 20, 'Month': 5}
MARIA JEANET ;244700376;Antwerp;Rotterdam;0.1;110.0;10.0;18.0;4.22;10000.0;2026-05-18 11:36:19.737224381;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
BRISE;244660418;Antwerp;Rotterdam;1.6;108.0;12.0;18.0;4.22;10000.0;2026-05-18 11:36:21.400070764;{'Day': 17, 'Hour': 14, 'Minute': 0, 'Month': 5}
POOLZEE;205435190;Rotterdam;Antwerp;3.3;110.0;14.0;13.0;1.79;10000.0;2026-05-18 11:36:25.703127210;{'Day': 10, 'Hour': 14, 'Minute': 42, 'Month': 5}
NOWOWIEJSKI         ;636023137;Hamburg;Antwerp;7.0;190.0;28.0;13.0;1.79;10000.0;2026-05-18 11:36:28.947607152;{'Day': 8, 'Hour': 23, 'Minute': 0, 'Month': 5}
ENSEMBLE            ;563036700;Rotterdam;Antwerp;7.6;179.0;28.0;13.0;1.79;10000.0;2026-05-18 11:36:31.638949114;{'Day': 16, 'Hour': 0, 'Minute': 1, 'Month': 5}
PLUTO;218006040;Antwerp;Rotterdam;2.0;85.0;10.0;18.0;4.22;10000.0;2026-05-18 11:36:32.036344620;{'Day': 25, 'Hour': 18, 'Minute': 35, 'Month': 5}
EVER FAITH          ;355623000;Antwerp;Rotterdam;13.8;334.0;48.0;18.0;4.22;10000.0;2026-05-18 11:37:03.972824607;{'Day': 12, 'Hour': 15, 'Minute': 0, 'Month': 6}
MELLIZO;244630034;Antwerp;Rotterdam;1.5;190.0;24.0;18.0;4.22;10000.0;2026-05-18 11:37:04.957390611;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
TORM EMILIE         ;219490000;New;Antwerp;8.0;228.0;32.0;13.0;1.79;10000.0;2026-05-18 11:37:07.897626509;{'Day': 20, 'Hour': 10, 'Minute': 0, 'Month': 5}
ADRIANA      ;244750594;Antwerp;Rotterdam;0.1;85.0;8.0;18.0;4.22;10000.0;2026-05-18 11:37:08.536702817;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
SOMTRANS XI;205085300;Rotterdam;Antwerp;0.1;135.0;15.0;13.0;1.79;10000.0;2026-05-18 11:37:13.184958140;{'Day': 8, 'Hour': 22, 'Minute': 27, 'Month': 5}
VISION;244700940;Rotterdam;Antwerp;2.3;110.0;23.0;13.0;1.79;10000.0;2026-05-18 11:37:25.820807179;{'Day': 22, 'Hour': 3, 'Minute': 5, 'Month': 5}
DA VINCI;244650838;Antwerp;Rotterdam;2.8;110.0;12.0;18.0;4.22;10000.0;2026-05-18 11:37:31.260890733;{'Day': 16, 'Hour': 16, 'Minute': 0, 'Month': 5}
TANJA DEYMANN I;211514430;Rotterdam;Hamburg;2.8;166.0;11.0;11.0;5.14;10000.0;2026-05-18 11:37:32.660964867;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
ALEXANDER B         ;305654000;Bremerhaven;Hamburg;9.0;155.0;25.0;11.0;5.14;10000.0;2026-05-18 11:37:39.700282658;{'Day': 27, 'Hour': 21, 'Minute': 0, 'Month': 5}
ALIE-JAN;244013718;Rotterdam;Antwerp;0.2;86.0;10.0;13.0;1.79;10000.0;2026-05-18 11:37:41.027878150;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
TABIGHA;205383790;Antwerp;Rotterdam;2.0;80.0;10.0;18.0;4.22;10000.0;2026-05-18 11:37:44.818337163;{'Day': 1, 'Hour': 6, 'Minute': 41, 'Month': 5}
COVANO;244660491;Rotterdam;Antwerp;2.0;135.0;17.0;13.0;1.79;10000.0;2026-05-18 11:37:48.905382194;{'Day': 3, 'Hour': 17, 'Minute': 0, 'Month': 5}
AMISTADE            ;244700827;Antwerp;Rotterdam;0.0;86.0;10.0;18.0;4.22;10000.0;2026-05-18 11:37:51.887411471;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
DUANCIS             ;244650489;Rotterdam;Antwerp;1.7;135.0;15.0;13.0;1.79;10000.0;2026-05-18 11:38:02.510044115;{'Day': 9, 'Hour': 4, 'Minute': 0, 'Month': 5}
STRAUSS;205575390;Rotterdam;Antwerp;2.5;110.0;14.0;13.0;1.79;10000.0;2026-05-18 11:38:09.345824655;{'Day': 23, 'Hour': 13, 'Minute': 29, 'Month': 5}
NORDULTRA           ;255806487;Bremerhaven;Antwerp;10.4;199.0;32.0;13.0;1.79;10000.0;2026-05-18 11:38:11.025582968;{'Day': 27, 'Hour': 16, 'Minute': 0, 'Month': 5}
BELLA               ;246994000;Le;Felixstowe;2.2;33.0;13.0;0.0;2.24;10000.0;2026-05-18 11:38:23.041102459;{'Day': 12, 'Hour': 5, 'Minute': 0, 'Month': 5}
SOMTRANS XXX;244750947;Antwerp;Rotterdam;4.0;135.0;15.0;18.0;4.22;10000.0;2026-05-18 11:38:23.280838356;{'Day': 27, 'Hour': 4, 'Minute': 22, 'Month': 5}
DEJA;269057091;Rotterdam;Antwerp;0.0;125.0;12.0;13.0;1.79;10000.0;2026-05-18 11:38:24.389322230;{'Day': 8, 'Hour': 13, 'Minute': 23, 'Month': 5}
OTD ALPHA           ;244670734;Rotterdam;Antwerp;1.3;110.0;12.0;13.0;1.79;10000.0;2026-05-18 11:38:26.013056450;{'Day': 13, 'Hour': 4, 'Minute': 0, 'Month': 5}
EVER MEGA           ;563229400;Antwerp;Rotterdam;14.7;366.0;51.0;18.0;4.22;10000.0;2026-05-18 11:38:31.932180583;{'Day': 1, 'Hour': 20, 'Minute': 0, 'Month': 6}
NIRVANA;205561690;Antwerp;Rotterdam;2.5;135.0;12.0;18.0;4.22;10000.0;2026-05-18 11:38:35.200093270;{'Day': 28, 'Hour': 5, 'Minute': 0, 'Month': 5}
LEFKAS              ;212874000;Rotterdam;Le;5.0;102.0;18.0;3.0;;;2026-05-18 11:38:42.010726832;{'Day': 20, 'Hour': 10, 'Minute': 30, 'Month': 5}
PHORCYS;205406790;Rotterdam;Antwerp;2.1;125.0;12.0;13.0;1.79;10000.0;2026-05-18 11:38:44.946363546;{'Day': 12, 'Hour': 8, 'Minute': 15, 'Month': 5}
CALYPSO;305691000;Hamburg;Antwerp;6.5;133.0;23.0;13.0;1.79;10000.0;2026-05-18 11:38:47.623119464;{'Day': 12, 'Hour': 12, 'Minute': 0, 'Month': 5}
FINJA               ;211333700;Rotterdam;Bremerhaven;3.2;68.0;12.0;1.0;7.09;6188.0;2026-05-18 11:38:54.898572282;{'Day': 27, 'Hour': 19, 'Minute': 0, 'Month': 5}
SYNERGY;205217290;Rotterdam;Antwerp;2.5;110.0;14.0;13.0;1.79;10000.0;2026-05-18 11:39:00.586024315;{'Day': 24, 'Hour': 11, 'Minute': 55, 'Month': 5}
STOLT WAAL;244660649;Antwerp;Rotterdam;1.4;86.0;12.0;18.0;4.22;10000.0;2026-05-18 11:39:26.074600742;{'Day': 23, 'Hour': 23, 'Minute': 23, 'Month': 5}
BRIGHT SAKURA       ;352003112;Hong;Singapore;10.7;185.0;35.0;186.0;4.12;10000.0;2026-05-18 11:39:58.117080728;{'Day': 26, 'Hour': 6, 'Minute': 0, 'Month': 5}
COSCO ANTWERP       ;235068025;Piraeus;Rotterdam;11.6;280.0;39.0;18.0;4.22;10000.0;2026-05-18 11:39:59.858572163;{'Day': 19, 'Hour': 21, 'Minute': 0, 'Month': 5}
CHEM ABBEY          ;636023095;Hamburg;Antwerp;6.6;185.0;28.0;13.0;1.79;10000.0;2026-05-18 11:40:12.965872129;{'Day': 8, 'Hour': 8, 'Minute': 0, 'Month': 5}
ENSEMBLE            ;244032418;Rotterdam;Antwerp;1.0;135.0;12.0;13.0;1.79;10000.0;2026-05-18 11:40:16.480446783;{'Day': 5, 'Hour': 1, 'Minute': 58, 'Month': 5}
SKALAR;255806476;Antwerp;Hamburg;6.8;151.0;24.0;12.0;5.14;10000.0;2026-05-18 11:46:23.406819699;{'Day': 20, 'Hour': 5, 'Minute': 0, 'Month': 5}
GAS NOBLE           ;538011272;Antwerp;Rotterdam;4.5;100.0;17.0;23.0;4.22;10000.0;2026-05-18 11:46:27.680671368;{'Day': 24, 'Hour': 23, 'Minute': 0, 'Month': 5}
MARBURG             ;305978000;Hamburg;Bremerhaven;8.1;158.0;23.0;1.0;7.09;6188.0;2026-05-18 11:46:29.530195724;{'Day': 19, 'Hour': 4, 'Minute': 0, 'Month': 5}
ANTEROS;244670775;Antwerp;Rotterdam;0.0;80.0;9.0;23.0;4.22;10000.0;2026-05-18 11:46:32.802389415;{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}
SAMENZA;244001028;Antwerp;Rotterdam;0.0;135.0;12.0;23.0;4.22;10000.0;2026-05-18 11:46:46.017223031;{'Day': 14, 'Hour': 13, 'Minute': 48, 'Month': 5}
ONE ALTAIR          ;431710000;Rotterdam;Le;12.5;333.0;46.0;4.0;;;2026-05-18 11:46:54.773299261;{'Day': 20, 'Hour': 10, 'Minute': 0, 'Month': 6}
VIKSTRAUM           ;257084120;Rotterdam;Antwerp;6.8;129.0;20.0;11.0;1.79;10000.0;2026-05-18 11:46:58.667841772;{'Day': 25, 'Hour': 0, 'Minute': 1, 'Month': 5}
EVER ALP            ;352898717;Rotterdam;Hamburg;11.5;400.0;62.0;12.0;5.14;10000.0;2026-05-18 11:47:06.179104474;{'Day': 17, 'Hour': 8, 'Minute': 0, 'Month': 5}
BRAHMS              ;209577000;Le;Rotterdam;4.8;99.0;14.0;23.0;4.22;10000.0;2026-05-18 11:47:22.850618868;{'Day': 10, 'Hour': 23, 'Minute': 0, 'Month': 5}
BOW ARCHITECT       ;257162000;Rotterdam;Antwerp;7.0;170.0;26.0;11.0;1.79;10000.0;2026-05-18 11:47:51.294849460;{'Day': 11, 'Hour': 12, 'Minute': 30, 'Month': 5}
SOMTRANS X;205369090;Rotterdam;Antwerp;0.1;135.0;15.0;11.0;1.79;10000.0;2026-05-18 11:49:09.003028028;{'Day': 3, 'Hour': 1, 'Minute': 0, 'Month': 11}
BRILJANT;205555890;Rotterdam;Antwerp;1.9;135.0;23.0;11.0;1.79;10000.0;2026-05-18 11:49:23.306276982;{'Day': 29, 'Hour': 8, 'Minute': 0, 'Month': 4}
HMM OCEAN           ;636024294;Piraeus;Genoa;11.3;272.0;43.0;0.0;2.06;8000.0;2026-05-18 11:49:31.287112232;{'Day': 21, 'Hour': 2, 'Minute': 0, 'Month': 5}
VENETIE;244730148;Rotterdam;Antwerp;4.0;110.0;12.0;11.0;1.79;10000.0;2026-05-18 11:49:52.734299298;{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}
ISABELLE;269057153;Rotterdam;Antwerp;1.7;135.0;22.0;11.0;1.79;10000.0;2026-05-18 11:49:54.045842076;{'Day': 9, 'Hour': 15, 'Minute': 0, 'Month': 5}
MERWEDE;244090473;Rotterdam;Antwerp;3.7;135.0;18.0;11.0;1.79;10000.0;2026-05-18 11:49:57.775343291;{'Day': 25, 'Hour': 17, 'Minute': 59, 'Month': 5}
KIEL EXPRESS;636093170;Antwerp;Rotterdam;12.6;321.0;42.0;23.0;4.22;10000.0;2026-05-18 11:57:00.383389554;{'Day': 4, 'Hour': 19, 'Minute': 0, 'Month': 6}
BERYL;244830541;Rotterdam;Antwerp;3.0;86.0;15.0;11.0;1.79;10000.0;2026-05-18 11:58:34.038138799;{'Day': 24, 'Hour': 21, 'Minute': 57, 'Month': 5}
AMARO;244700115;Rotterdam;Antwerp;2.3;85.0;10.0;11.0;1.79;10000.0;2026-05-18 12:01:58.313650755;{'Day': 2, 'Hour': 18, 'Minute': 59, 'Month': 5}
SLOMAN HEBE         ;305265000;Rotterdam;Antwerp;9.0;145.0;23.0;11.0;1.79;10000.0;2026-05-18 12:02:56.531679055;{'Day': 7, 'Hour': 6, 'Minute': 0, 'Month': 5}
HAPPY PENGUIN       ;235095979;Antwerp;Hamburg;6.3;113.0;20.0;12.0;5.14;10000.0;2026-05-18 12:03:26.204153938;{'Day': 21, 'Hour': 21, 'Minute': 0, 'Month': 5}
DESA;211513250;Antwerp;Rotterdam;0.1;86.0;12.0;23.0;4.22;10000.0;2026-05-18 12:08:04.680509922;{'Day': 24, 'Hour': 18, 'Minute': 18, 'Month': 5}
TRESOR              ;205562790;Rotterdam;Antwerp;2.8;110.0;11.0;11.0;1.79;10000.0;2026-05-18 12:08:38.772198176;{'Day': 8, 'Hour': 15, 'Minute': 14, 'Month': 5}
VLAKE;244660638;Antwerp;Rotterdam;1.0;110.0;14.0;23.0;4.22;10000.0;2026-05-18 12:09:36.772810857;{'Day': 24, 'Hour': 15, 'Minute': 0, 'Month': 5}
